,Square/Suffix/,Premise Address,Owner Name,Neighborhood,Sub-Neighborhood,Use Code,Sale Price,Recordation Date,2020 Total Assessment,new_adress,location,point,latitude,longitude,altitude
363,5861 0942,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,680920,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
364,5861 0943,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,2047320,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
365,5861 0944,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,1839420,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
366,5861 0945,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,544240,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
367,5861 0950,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,1990490,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
368,5861 0952,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,1551860,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
369,5861 0954,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,834830,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
370,5861 0956,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,51370,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
371,5861 0958,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,192500,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
372,5861 0959,1009 HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,967180,"1009 HOWARD RD SE, DC, United States","1009, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.862916795918366, -76.99601577551022, 0.0)",38.862916795918366,-76.99601577551022,0.0
373,5861 0960,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,242770,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
374,5861 0962,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,120510,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
375,5861 0964,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,90990,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
376,5861 0965,1003 HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,387530,"1003 HOWARD RD SE, DC, United States","1003, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86291544897959, -76.99601369387756, 0.0)",38.86291544897959,-76.99601369387756,0.0
377,5861 0966,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,140250,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
378,5861 0967,1015 HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,703120,"1015 HOWARD RD SE, DC, United States","1015, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86291814285715, -76.99601785714286, 0.0)",38.86291814285715,-76.99601785714286,0.0
379,5861 0968,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,85630,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
380,5861 0969,HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,351070,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
381,5861 0970,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,76040,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
382,5861 0971,HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,545380,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
383,5861 0972,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,93470,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
384,5861 0973,1101 - 1107 HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,1055670,"1101 - 1107 HOWARD RD SE, DC, United States","1101, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.862732, -76.995739, 0.0)",38.862732,-76.995739,0.0
385,5861 0974,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,61870,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
386,5861 0975,HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,91.0,0.0,,468510,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
387,5861 0976,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,2160,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
388,5861 0977,HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,91.0,0.0,,171600,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
389,5861 0984,HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,876920,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
390,5861 0985,HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,104500,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
391,5861 0986,HOWARD RD SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),BARRY FARMS,,191.0,0.0,,147570,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
392,5861 0987,1123 HOWARD RD SE,BISHOP S C MADISON TRUSTEE,BARRY FARMS,,81.0,0.0,2000-12-12 00:00:00,4019610,"1123 HOWARD RD SE, DC, United States","United House of Prayer for All People, 1123, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8617122, -76.9944976722469, 0.0)",38.8617122,-76.9944976722469,0.0
393,5861 0988,2501 MARTIN LUTHER KING JR AV SE,UNITED HOUSE OF PRAYER FOR ALL PEOPLE OF THE CHURCH,BARRY FARMS,,64.0,0.0,,522680,"2501 MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
394,5861 0989,2511 MARTIN LUTHER KING JR AV SE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,BARRY FARMS,,64.0,0.0,,652290,"2511 MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
395,5861 0990,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,2017-04-18 00:00:00,167590,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
396,5861 0991,0633 HOWARD RD SE,631 HOWARD ROAD LLC,BARRY FARMS,,62.0,0.0,,5178120,"0633 HOWARD RD SE, DC, United States","633, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.86475626381457, -77.00037309294609, 0.0)",38.86475626381457,-77.00037309294609,0.0
397,5862 0135,FIRTH STERLING AV SE,UNITED STATES OF AMERICA,BARRY FARMS,,87.0,0.0,,5562840,"FIRTH STERLING AV SE, DC, United States","Firth Sterling Avenue Southeast, Southeast, Washington, District of Columbia, 20020, United States of America","(38.8623807, -76.9976917, 0.0)",38.8623807,-76.9976917,0.0
398,5862 0136,1230 SUMNER RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,87.0,0.0,2005-02-15 00:00:00,8407850,"1230 SUMNER RD SE, DC, United States","1230, Sumner Road Southeast, Barry Farm, Washington, District of Columbia, 20020, United States of America","(38.86062475, -76.9968693015683, 0.0)",38.86062475,-76.9968693015683,0.0
399,5862 0137,1212 - 1226 SUMNER RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,783480,"1212 - 1226 SUMNER RD SE, DC, United States",,,,,
400,5862 0138,1200 - 1210 SUMNER RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,620870,"1200 - 1210 SUMNER RD SE, DC, United States","1200, Sumner Road Southeast, Barry Farm, Washington, District of Columbia, 20020, United States of America","(38.86083036461218, -76.9974893156269, 0.0)",38.86083036461218,-76.9974893156269,0.0
401,5862 0139,1140 - 1154 SUMNER RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,670960,"1140 - 1154 SUMNER RD SE, DC, United States",,,,,
402,5862 0140,1128 - 1138 SUMNER RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,636220,"1128 - 1138 SUMNER RD SE, DC, United States",,,,,
403,5862 0141,1116 - 1126 SUMNER RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,579650,"1116 - 1126 SUMNER RD SE, DC, United States",,,,,
404,5862 0142,1100 - 1114 SUMNER RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,670960,"1100 - 1114 SUMNER RD SE, DC, United States","1100, Sumner Road Southeast, Barry Farm, Washington, District of Columbia, 20020, United States of America","(38.861555, -76.998662, 0.0)",38.861555,-76.998662,0.0
405,5862 0143,2580 FIRTH STERLING AV SE,UNITED STATES OF AMERICA,BARRY FARMS,,21.0,0.0,,335490,"2580 FIRTH STERLING AV SE, DC, United States","2580, Firth Sterling Avenue Southeast, Barry Farm, Washington, District of Columbia, 20020, United States of America","(38.8616898, -76.9981432, 0.0)",38.8616898,-76.9981432,0.0
406,5862 0855,MARTIN LUTHER KING JR AV SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,41220,"MARTIN LUTHER KING JR AV SE, DC, United States",,,,,
407,5862 0857,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,34100,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
408,5862 0859,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,75880,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
409,5862 0861,HOWARD RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,30140,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
410,5862 0863,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,41010,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
411,5862 0921,SUMNER RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,191.0,0.0,,1541280,"SUMNER RD SE, DC, United States","Sumner Road Southeast, Barry Farm, Washington, District of Columbia, 20020, United States of America","(38.8605164, -76.9971568, 0.0)",38.8605164,-76.9971568,0.0
412,5862 0931,HOWARD RD SE,UNITED STATES OF AMERICA,BARRY FARMS,,191.0,0.0,,262110,"HOWARD RD SE, DC, United States","Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8633086, -76.9964696, 0.0)",38.8633086,-76.9964696,0.0
413,5862 0959,MARTIN LUTHER KING JR AVE SE,UNITED STATES OF AMERICA (LAND),BARRY FARMS,,91.0,0.0,,4817510,"MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
414,5862 0960,2501 MARTIN LUTHER KING JR AVE SE,UNITED STATES OF AMERICA,BARRY FARMS,,84.0,0.0,,5602400,"2501 MARTIN LUTHER KING JR AVE SE, DC, United States",,,,,
415,5862 0961,SUMNER RD,DISTRICT OF COLUMBIA,BARRY FARMS,,94.0,0.0,,323310,"SUMNER RD, DC, United States",,,,,
416,5864 0807,2633 BARRY RD SE,MARY C NORTHROP TRUSTEE,BARRY FARMS,,74.0,0.0,2009-10-16 00:00:00,1023530,"2633 BARRY RD SE, DC, United States","2633, Barry Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.861501399999995, -77.00151256277027, 0.0)",38.861501399999995,-77.00151256277027,0.0
417,5864 0808,2637 BARRY RD SE,DISTRICT OF COLUMBIA,BARRY FARMS,,84.0,0.0,,479130,"2637 BARRY RD SE, DC, United States","2637, Barry Road Southeast, Washington, District of Columbia, 20020, United States of America","(38.86114525, -77.00185367483735, 0.0)",38.86114525,-77.00185367483735,0.0
418,5865 0222,2609 WADE RD SE,HIWET LEGHESSE,BARRY FARMS,,12.0,200000.0,2017-10-02 00:00:00,259850,"2609 WADE RD SE, DC, United States","2609, Wade Road Southeast, Barry Farm, Washington, District of Columbia, 20020, United States of America","(38.859816300000006, -76.99670058807948, 0.0)",38.859816300000006,-76.99670058807948,0.0
419,5865 0243,1324 - 1338 STEVENS RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,823870,"1324 - 1338 STEVENS RD SE, DC, United States",,,,,
420,5865 0249,1224 - 1238 STEVENS RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,1997-09-13 00:00:00,670960,"1224 - 1238 STEVENS RD SE, DC, United States",,,,,
421,5865 0254,1100 - 1114 STEVENS RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,29.0,0.0,2001-09-13 00:00:00,721640,"1100 - 1114 STEVENS RD SE, DC, United States","1100, Stevens Road Southeast, Barry Farm Dwellings, Washington, District of Columbia, 20020, United States of America","(38.860465, -77.001513, 0.0)",38.860465,-77.001513,0.0
422,5865 0259,1286 - 1292 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,29.0,0.0,2001-09-13 00:00:00,323330,"1286 - 1292 EATON RD SE, DC, United States",,,,,
423,5865 0260,1268 - 1282 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,883040,"1268 - 1282 EATON RD SE, DC, United States",,,,,
424,5865 0261,1256 - 1266 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,743430,"1256 - 1266 EATON RD SE, DC, United States",,,,,
425,5865 0262,1240 - 1254 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,1430770,"1240 - 1254 EATON RD SE, DC, United States",,,,,
426,5865 0263,1224 - 1238 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,817690,"1224 - 1238 EATON RD SE, DC, United States",,,,,
427,5865 0264,1212 - 1222 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,746950,"1212 - 1222 EATON RD SE, DC, United States",,,,,
428,5865 0265,1200 - 1210 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,726270,"1200 - 1210 EATON RD SE, DC, United States","1200, Eaton Road Southeast, Barry Farm Dwellings, Washington, District of Columbia, 20020, United States of America","(38.85998156231339, -76.99883758086858, 0.0)",38.85998156231339,-76.99883758086858,0.0
429,5865 0266,1150 - 1164 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,817690,"1150 - 1164 EATON RD SE, DC, United States",,,,,
430,5865 0267,1138 - 1148 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,726250,"1138 - 1148 EATON RD SE, DC, United States","1138, Eaton Road Southeast, Barry Farm Dwellings, Washington, District of Columbia, 20020, United States of America","(38.860552204149705, -76.9997557177007, 0.0)",38.860552204149705,-76.9997557177007,0.0
431,5865 0268,1126 - 1136 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,726270,"1126 - 1136 EATON RD SE, DC, United States","1126, Eaton Road Southeast, Barry Farm Dwellings, Washington, District of Columbia, 20020, United States of America","(38.86066369880386, -76.99993276708206, 0.0)",38.86066369880386,-76.99993276708206,0.0
432,5865 0269,1110 - 1124 EATON RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,643930,"1110 - 1124 EATON RD SE, DC, United States",,,,,
433,5865 0270,2618 - 2624 STERLING ST SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,29.0,0.0,2001-09-13 00:00:00,620420,"2618 - 2624 STERLING ST SE, DC, United States","Sterling Street Southeast, Congress Heights, Washington, District of Columbia, 20032, United States of America","(38.839973, -77.005941, 0.0)",38.839973,-77.005941,0.0
434,5865 0271,2626 - 2636 STERLING ST SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,554810,"2626 - 2636 STERLING ST SE, DC, United States",,,,,
435,5865 0272,2606 STERLING ST SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,570110,"2606 STERLING ST SE, DC, United States","Sterling Street Southeast, Congress Heights, Washington, District of Columbia, 20032, United States of America","(38.839973, -77.005941, 0.0)",38.839973,-77.005941,0.0
436,5865 0273,1101 - 1117 SUMNER RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,BARRY FARMS,,21.0,0.0,2001-09-13 00:00:00,335490,"1101 - 1117 SUMNER RD SE, DC, United States",,,,,
